SID,MATRICULA,CVE_PROGRAMA,ESTADO,PERIODO,FECHA_ACT
407,2020B00407,LISC2020MX,Egresado,2022CC,2024-12-24
408,2025C00408,LIGA2020MX,Activo,2025CA,2024-09-06
409,2024C00409,LIEN2022MX,Activo,2024CC,2024-08-11
410,2021A00410,LIME2020MX,Egresado,2023CC,2025-01-01
411,2023B00411,LIEN2022MX,Activo,2025CA,2024-11-11
412,2023A00412,LIGA2020MX,Activo,2025CA,2024-07-14
413,2021A00413,LIDN2022MX,Titulado,2023CC,2024-09-18
414,2024A00414,LICI2020MX,Activo,2025CA,2025-01-18
415,2019B00415,LIED2020MX,Activo,2021CC,2024-08-29
416,2023C00416,LIEN2022MX,Activo,2024CC,2024-12-29
417,2024A00417,LIDE2020MX,Activo,2025CA,2024-08-14
418,2022C00418,LIAD2020MX,Titulado,2024CC,2024-09-15
419,2020A00419,LIDN2022MX,Titulado,2022CC,25/06/2024
420,2025B00420,LIIN2020MX,Activo,2025CA,2024-10-24
421,2021A00421,LIDN2022MX,Egresado,2023CC,2025-03-11
422,2024A00422,LIGA2020MX,Activo,2025CA,2024-06-28
423,2024A00423,LICI2020MX,Activo,2025CA,2024-07-26
424,2023C00424,LIAD2020MX, Activo,2025CA,24/12/2024
425,2023A00425,LIEN2022MX,Baja Temporal,2024CC,2024-12-15
426,2018B00426,LIDE2020MX,Egresado,2020CC,09/07/2024
427,2024C00427,LIED2020MX,Baja Definitiva,2025CA,2024-08-25
428,2023A00428,LIED2020MX,Activo,2025CA,2024-09-07
429,2021B00429,LIIN2020MX,Egresado,2023CC,2024-06-24
430,2022C00430,LIPS2020MX,Activo,2024CC,2024-11-26
431,2021B00431,LIEN2022MX, Egresado,2024CA,2024-09-12
432,2024B00432,LIDE2020MX,Activo,2025CA,2024-12-01
433,2023B00433,LIGA2020MX,Activo,2025CA,2024-08-18
434,2024B00434,LIME2020MX,Activo,2025CA,2024-12-15
435,2024A00435,LICO2020MX,Activo,2025CA,2024-12-19
436,2023A00436,LIME2020MX,Activo,2025CA,2024-11-09
437,2024A00437,LICI2020MX,Activo,2024CC,2024-11-27
438,2023C00438,LIPS2020MX,Activo,2024CC,2024-07-30
439,2023C00439,LIPS2020MX,Activo,2025CA,2024-11-13
440,2023B00440,LIED2020MX,Activo,2024CC,2025-01-08
441,2023C00441,LIME2020MX,Activo,2024CC,2024-10-04
442,2023C00442,LICO2020MX,Activo,2025CA,2024-11-17
443,2023C00443,LIGA2020MX,Baja Definitiva,2024CC,2025-01-05
444,2020C00444,LIME2020MX,Egresado,2022CC,2024-08-06
445,2025A00445,LICO2020MX,Baja Definitiva,2025CA,2024-12-25
446,2023C00446,LIME2020MX,Baja Definitiva,2025CA,2024-12-30
447,2024B00447,LISC2020MX,Baja Temporal,2024CC,2025-02-18
448,2021C00448,LICO2020MX,Egresado,2023CC,2024-08-27
449,2018A00449,LIME2020MX,Baja Definitiva,2020CC,2025-03-14
450,2022A00450,LIDN2022MX,Egresado,2024CC,2025-01-09
451,2020B00451,LIPS2020MX,Egresado,2022CC,2024-09-22
452,2020A00452,LIDN2022MX,Activo,2022CC,2024-08-13
453,2021B00453,LISC2020MX,Activo,2023CC,2025-03-13
454,2024B00454,LIED2020MX,Activo,2024CC,2024-12-17
455,2020C00455,LIGA2020MX,Titulado,2022CC,2024-11-30
456,2022C00456,LIAD2020MX,Egresado,2024CC,2024-12-12
457,2025A00457,LIPS2020MX,Baja Definitiva,2025CA,2024-11-13
458,2022B00458,LIIN2020MX,Egresado,2024CC,2024-09-04
459,2021C00459,LICI2020MX,Baja Definitiva,2023CC,2025-01-01
460,2021A00460,LICI2020MX,Egresado,2023CC,2024-10-17
461,2022B00461,LIED2020MX,Titulado,2024CC,2025-02-18
462,2025A00462,LIGA2020MX,Activo,2025CA,2025-03-01
463,2022A00463,LIGA2020MX,Activo,2024CC,02/26/2025
464,2020A00464,LIDN2022MX,Egresado,2022CC,2024-06-23
465,2021C00465,LIGA2020MX,Egresado,2023CC,2024-06-30
466,2019C00466,LIEN2022MX,Activo,2022CA,30/01/2025
467,2023A00467,LIME2020MX,Activo,2024CC,2024-06-09
468,2023A00468,LIED2020MX,Activo,2024CC,2025-01-13
469,2020C00469,LIAD2020MX,Titulado,2022CC,2024-11-04
470,2023B00470,LISC2020MX,Activo,2024CC,2024-10-16
471,2024A00471,LIED2020MX,Activo,2024CC,2025-02-13
472,2024A00472,LIME2020MX,Activo,2025CA,2024-10-02
473,2024C00473,LIDN2022MX,Activo,2024CC,2024-10-29
474,2020A00474,LICI2020MX,Baja Definitiva,2022CC,2024-11-10
475,2024B00475,LIPS2020MX,Activo,2025CA,2024-06-03
476,2024B00476,LISC2020MX,Activo,2025CA,2025-03-02
476,2024B00476,LISC2020MX,Activo,2025CA,2025-03-02
477,2019C00477,LIEN2022MX,Activo,2022CA,2025-02-07
478,2023C00478,LIGA2020MX,Baja Definitiva,2024CC,2024-08-30
479,2020B00479,LIME2020MX,Egresado,2022CC,2024-07-30
480,2025A00480,LISC2020MX,Activo,2025CA,2024-09-03
481,2023B00481,LIED2020MX,Activo,2024CC,2025-02-16
482,2024B00482,LIME2020MX,Activo,2024CC,2024-11-17
483,2023B00483,LIAD2020MX,Activo,2025CA,2024-06-17
484,2019C00484,LISC2020MX,Titulado,2021CC,2024-09-05
485,2019C00485,LIEN2022MX,Egresado,2022CA,2024-07-28
486,2024B00486,LIAD2020MX,Activo,2024CC,2024-08-21
487,2025B00487,LIDN2022MX,Activo,2025CA,2024-07-11
488,2022B00488,LIGA2020MX,Titulado,2024CC,2024-10-18
489,2024C00489,LIAD2020MX,Activo,2024CC,2024-06-02
490,2025A00490,LIDN2022MX,Activo,2025CA,2024-09-11
491,2021C00491,LIME2020MX,Activo,2023CC,2024-12-29
492,2025B00492,LIED2020MX,Activo,2025CA,2025-01-21
493,2024A00493,LICO2020MX,Activo,2024CC,2024-12-07
494,2022C00494,LICO2020MX,Egresado,2024CC,2025-01-29
495,2023B00495,LICO2020MX,Activo,2024CC,2025-03-14
496,2024B00496,LIGA2020MX,Activo,2025CA,2024-12-25
497,2025A00497,LIED2020MX,Activo,2025CA,2024-10-05
498,2021B00498,LIDE2020MX,Egresado,2023CC,2024-10-25
499,2022B00499,LIIN2020MX,Activo,2024CC,2024-10-20
500,2023B00500,LIDE2020MX,Activo,2024CC,2025-01-07
501,2022C00501,LIGA2020MX,Activo,2024CC,2024-06-15
502,2020A00502,LIGA2020MX,Activo,2022CC,22/11/2024
503,2024B00503,LIPS2020MX,Activo,2025CA,2024-06-17
504,2023C00504,LIIN2020MX,Activo,2024CC,2024-09-25
505,2023C00505,LIPS2020MX,Activo,2024CC,2024-11-22
506,2025C00506,LIGA2020MX,Activo,2025CA,2024-06-15
507,2021C00507,LIAD2020MX,Titulado,2023CC,2024-07-14
508,2023B00508,LIDN2022MX,Activo,2025CA,2024-08-30
509,2020A00509,LICI2020MX,Egresado ,2022CC,2025-01-11
510,2024A00510,LIIN2020MX,Activo,2024CC,2024-08-18
511,2021B00511,LIEN2022MX,Egresado,2024CA,2024-06-03
512,2023C00512,LIIN2020MX,Activo,2024CC,2024-10-09
513,2020C00513,LICI2020MX,Egresado,2022CC,2024-12-20
514,2023A00514,LIIN2020MX,Activo,2025CA,2025-02-02
515,2024C00515,LIGA2020MX,Activo,2025CA,2025-03-03
516,2018C00516,LIEN2022MX,Egresado,2021CA,21/11/2024
517,2025A00517,LIIN2020MX,Activo,2025CA,2025-02-22
518,2024C00518,LIIN2020MX,Activo,2024CC,2025-02-24
519,2021C00519,LIDN2022MX,Baja Definitiva,2023CC,2024-08-12
520,2019C00520,LIGA2020MX,Egresado,2021CC,2025-01-25
521,2022B00521,LIIN2020MX,Titulado,2024CC,2024-11-09
522,2019B00522,LIPS2020MX,Egresado,2021CC,2024-11-18
523,2025C00523,LISC2020MX,Activo,2025CA,2024-07-03
524,2024A00524,LIME2020MX,Activo,2025CA,2024-08-07
525,2020B00525,LIEN2022MX,Egresado,2023CA,2025-01-07
526,2022C00526,LIIN2020MX,Egresado ,2024CC,2024-08-03
527,2023C00527,LICO2020MX,Activo,2025CA,2024-10-21
528,2023B00528,LIIN2020MX,Activo,2024CC,2024-07-14
529,2023B00529,LIME2020MX,Activo,2024CC,2024-09-26
530,2020A00530,LIIN2020MX,Activo,2022CC,2024-06-14
531,2023A00531,LIGA2020MX,Activo,2025CA,2025-02-07
532,2022A00532,LICO2020MX,Titulado,2024CC,2024-07-09
533,2018B00533,LIED2020MX,Egresado,2020CC,2024-06-15
534,2020C00534,LIDE2020MX,Activo,2022CC,2024-12-02
535,2023B00535,LIEN2022MX,Activo,2025CA,05 Sep 2024
536,2018B00536,LIDN2022MX,Titulado,2020CC,2024-09-23
537,2024A00537,LIGA2020MX, Activo,2025CA,2024-12-13
538,2020A00538,LIAD2020MX,Egresado,2022CC,2024-10-07
539,2020A00539,LIPS2020MX,Activo,2022CC,2025-02-05
540,2022B00540,LIGA2020MX,EGRESADO,2024CC,2025-01-29
541,2018C00541,LIDN2022MX,Titulado,2020CC,2024-07-07
542,2024A00542,LIDN2022MX,Activo,2024CC,2025-01-28
543,2019B00543,LIDN2022MX,Titulado,2021CC,2024-08-27
544,2018C00544,LIDN2022MX,Egresado,2020CC,2024-11-17
545,2023B00545,LIED2020MX,Activo,2025CA,2024-07-18
546,2018B00546,LIDN2022MX,TITULADO,2020CC,2024-11-01
547,2024C00547,LIDN2022MX,Activo,2024CC,2025-02-21
548,2024B00548,LIEN2022MX,Activo,2025CA,2024-06-29
549,2021B00549,LICI2020MX,Egresado,2023CC,2024-07-04
550,2019B00550,LIAD2020MX,Egresado,2021CC,2024-06-07
551,2025C00551,LIDE2020MX,Activo,2025CA,2024-06-09
552,2024A00552,LIAD2020MX,Activo,2024CC,2025-01-30
553,2024B00553,LISC2020MX,Activo,2025CA,2024-11-01
554,2024A00554,LIPS2020MX,Activo,2025CA,2025-01-01
555,2018A00555,LIGA2020MX,Titulado,2020CC,2024-11-27
556,2024A00556,LIEN2022MX,Activo,2025CA,08-10-2024
557,2023B00557,LICI2020MX,Activo,2024CC,2024-11-11
558,2022A00558,LICI2020MX,Egresado,2024CC,2025-01-04
559,2021B00559,LIED2020MX,Egresado,2023CC,2024-10-07
560,2023B00560,LICI2020MX,Activo,2025CA,2024-10-22
561,2021C00561,LIED2020MX,Activo,2023CC,2025-02-24
562,2024A00562,LICO2020MX,Activo,2025CA,2024-12-13
563,2019A00563,LIPS2020MX,Titulado,2021CC,2025-02-08
564,2020C00564,LIEN2022MX,Titulado,2023CA,2024-11-18
565,2021A00565,LIDN2022MX,Activo,2023CC,2024-11-12
566,2025B00566,LISC2020MX,Activo,2025CA,2024-06-19
566,2025B00566,LISC2020MX,Activo,2025CA,2024-06-19
567,2024B00567,LIED2020MX,Activo,2025CA,2024-06-17
568,2025C00568,LIED2020MX,Activo,2025CA,2024-06-25
569,2024A00569,LICI2020MX,Baja Definitiva,2025CA,2024-07-25
569,2024A00569,LICI2020MX,Baja Definitiva,2025CA,2024-07-25
570,2023C00570,LIIN2020MX,Activo,2024CC,28-07-2024
571,2024C00571,LIGA2020MX,Activo,2024CC,2024-08-19
572,2022B00572,LIAD2020MX,Egresado,2024CC,2024-08-30
573,2023C00573,LICO2020MX,Activo,2025CA,2024-09-14
574,2023C00574,LIPS2020MX,Activo,2024CC,2025-01-17
575,2025A00575,LIIN2020MX,Activo,2025CA,2024-11-19
576,2020B00576,LIDN2022MX,Activo,2022CC,2024-11-08
577,2023C00577,LIEN2022MX,Baja Temporal,2025CA,21-08-2024
578,2025C00578,LIDN2022MX,Activo,2025CA,2024-10-11
579,2024B00579,LIGA2020MX,Activo,2024CC,11-06-2024
579,2024B00579,LIGA2020MX,Activo,2024CC,11-06-2024
580,2025A00580,LIED2020MX,Activo,2025CA,2024-11-01
581,2020C00581,LIIN2020MX,Activo,2022CC,2024-12-27
582,2022A00582,LIGA2020MX,Egresado,2024CC,2024-06-05
583,2022A00583,LICI2020MX,Egresado,2024CC,2024-06-03
584,2022A00584,LIPS2020MX,Baja Definitiva,2024CC,2024-09-12
585,2020B00585,LIDN2022MX,Titulado,2022CC,2024-10-07
586,2025C00586,LIPS2020MX,Activo,2025CA,2024-11-02
587,2023B00587,LICO2020MX,Activo,2025CA,2024-06-07
588,2025A00588,LIIN2020MX,Activo,2025CA,2024-07-26
589,2025C00589,LIAD2020MX,Activo,2025CA,2024-11-09
590,2024B00590,LISC2020MX,Baja Temporal,2025CA,2025-03-11
591,2025B00591,LIDE2020MX,Baja Temporal,2025CA,2024-11-29
592,2020C00592,LIEN2022MX,Egresado,2023CA,2024-09-15
593,2023B00593,LIAD2020MX,Activo,2024CC,2024-08-05
594,2024C00594,LIEN2022MX,Baja Temporal,2024CC,2024-07-14
595,2018A00595,LIME2020MX,Titulado,2020CC,2024-07-27
596,2023B00596,LIDN2022MX,Activo,2024CC,2025-01-10
597,2020B00597,LIAD2020MX,Baja Definitiva,2022CC,2024-08-13
598,2020B00598,LIIN2020MX,Titulado,2022CC,2024-06-14
599,2021A00599,LISC2020MX,Egresado,2023CC,2024-12-20
600,2021B00600,LIME2020MX,Egresado,2023CC,2024-11-12
601,2019C00601,LIED2020MX,Activo,2021CC,2025-03-07
602,2025C00602,LIGA2020MX,Baja Definitiva,2025CA,2024-07-30
603,2018B00603,LIGA2020MX,Activo,2020CC,2024-09-12
604,2024C00604,LIAD2020MX,Activo,2024CC,2025-03-14
605,2022C00605,LICO2020MX,Activo,2024CC,2024-12-01
606,2024C00606,LIDE2020MX,Activo,2025CA,2024-12-19
607,2021A00607,LIED2020MX,Egresado,2023CC,2024-10-27
608,2024A00608,LIAD2020MX,Activo,2025CA,2025-01-21
609,2025A00609,LIGA2020MX,Activo,2025CA,2024-06-19
610,2023B00610,LIPS2020MX,Activo,2025CA,2025-03-15
611,2021A00611,LIPS2020MX,Activo,2023CC,2024-07-18
612,2022C00612,LIPS2020MX,Egresado,2024CC,2025-01-24
613,2024B00613,LIPS2020MX,Activo,2025CA,2025-02-23
614,2021C00614,LICO2020MX,Titulado,2023CC,2024-07-28
615,2021B00615,LISC2020MX,Activo,2023CC,01/07/2025
616,2021B00616,LICO2020MX,Titulado,2023CC,2024-10-28
617,2018C00617,LIIN2020MX,Titulado,2020CC,2024-10-27
618,2020B00618,LIDN2022MX,Activo,2022CC,2024-11-23
619,2021B00619,LIEN2022MX,Baja Definitiva,2024CA,2024-11-10
620,2021B00620,LIDE2020MX,Egresado,2023CC,2024-06-23
621,2022A00621,LIPS2020MX,Egresado,2024CC,2024-09-02
622,2023B00622,LICI2020MX,Activo,2025CA,2024-12-08
623,2025C00623,LIME2020MX,Activo,2025CA,2024-12-31
624,2024B00624,LISC2020MX,Activo,2025CA,2025-03-06
625,2024B00625,LICO2020MX,Activo,2024CC,2024-10-29
626,2025B00626,LIDN2022MX,Activo,2025CA,2025-01-26
627,2020A00627,LICO2020MX,Egresado,2022CC,2024-12-06
628,2022A00628,LIIN2020MX,Titulado,2024CC,2024-11-06
629,2020B00629,LIEN2022MX,Titulado,2023CA,2025-03-15
630,2023B00630,LIEN2022MX,Activo,2024CC,2024-06-27
631,2018A00631,LIEN2022MX,Egresado,2021CA,2024-08-16
632,2019B00632,LIAD2020MX,Baja Definitiva,2021CC,2024-07-01
633,2018A00633,LICI2020MX,Activo,2020CC,2024-10-16
634,2020B00634,LIPS2020MX,Egresado,2022CC,2024-09-27
635,2023B00635,LIPS2020MX,Baja Definitiva,2024CC,2024-09-30
636,2022C00636,LICI2020MX,Activo,2024CC,2024-11-11
637,2021B00637,LICI2020MX,Egresado,2023CC,2024-12-11
638,2021B00638,LIED2020MX,Activo,2023CC,2025-01-23
639,2018C00639,LIED2020MX,Egresado,2020CC,2024-07-25
640,2021C00640,LISC2020MX,Egresado,2023CC,2024-07-25
641,2019C00641,LISC2020MX,Egresado,2021CC,2025-03-07
641,2019C00641,LISC2020MX,Egresado,2021CC,2025-03-07
642,2025B00642,LIGA2020MX,Baja Temporal,2025CA,2024-06-26
643,2025C00643,LIIN2020MX,Activo,2025CA,2025-01-18
644,2023A00644,LIED2020MX,Activo,2024CC,2025-01-29
645,2022C00645,LIPS2020MX,Egresado,2024CC,2024-09-04
646,2024B00646,LIME2020MX,Baja Definitiva,2024CC,2024-06-18
647,2022B00647,LIDN2022MX,EGRESADO,2024CC,2024-10-18
648,2024A00648,LIIN2020MX,Activo,2025CA,2024-10-30
649,2023A00649,LIGA2020MX,Baja Temporal,2024CC,2024-10-22
650,2024C00650,LISC2020MX, Activo,2025CA,2025-02-06
651,2024C00651,LIGA2020MX,Baja Definitiva,2025CA,2024-09-10
652,2024A00652,LIED2020MX,Activo,2025CA,2024-08-27
653,2022C00653,LICO2020MX,Egresado,2024CC,2024-06-05
654,2025B00654,LISC2020MX,Activo,2025CA,2024-12-14
655,2024C00655,LIAD2020MX,Baja Temporal,2025CA,2024-07-17
656,2018B00656,LIDE2020MX,Titulado,2020CC,2025-03-09
657,2024A00657,LIDN2022MX,Activo,2025CA,2024-11-05
658,2023C00658,LIEN2022MX,Activo,2025CA,2025-01-12
659,2024C00659,LIIN2020MX,Activo,2024CC,2024-10-28
660,2024B00660,LIDE2020MX,Activo,2025CA,2024-07-21
661,2023B00661,LIIN2020MX,Activo,2025CA,2024-10-27
662,2023C00662,LIDN2022MX,Activo,2025CA,2024-06-19
663,2020C00663,LIPS2020MX,Activo,2022CC,2024-11-11
664,2024B00664,LIDN2022MX,Activo,2025CA,2024-06-16
665,2020B00665,LISC2020MX,Titulado,2022CC,2025-02-18
666,2020A00666,LIDN2022MX,Titulado,2022CC,2024-10-28
667,2023A00667,LICO2020MX,Activo,2025CA,03-09-2024
668,2024A00668,LIIN2020MX,activo,2025CA,2024-10-14
669,2023B00669,LIDN2022MX,Baja Definitiva,2025CA,2025-03-02
670,2023B00670,LISC2020MX,Baja Definitiva,2024CC,2024-12-24
671,2023A00671,LIEN2022MX,Activo,2025CA,2024-06-11
672,2023C00672,LIEN2022MX,Activo,2024CC,2025-03-07
673,2025C00673,LIAD2020MX,Baja Temporal,2025CA,2024-09-02
674,2024A00674,LIDE2020MX,Baja Temporal,2025CA,2024-07-05
675,2023C00675,LIPS2020MX,Baja  Definitiva,2024CC,2025-03-03
676,2021A00676,LIME2020MX,Titulado,2023CC,12/07/2024
677,2020B00677,LIEN2022MX,Egresado,2023CA,2024-08-13
678,2024C00678,LIEN2022MX,Baja Definitiva,2025CA,2025-02-12
679,2022A00679,LIAD2020MX,Egresado,2024CC,2025-03-05
680,2024A00680,LICO2020MX,Activo,2024CC,2025-01-19
681,2022C00681,LIIN2020MX,Egresado,2024CC,2025-02-07
682,2022C00682,LIED2020MX,Activo,2024CC,2024-09-03
683,2023C00683,LIIN2020MX,Baja Temporal,2025CA,2024-12-17
684,2020B00684,LISC2020MX,Titulado,2022CC,2025-01-02
685,2022A00685,LIGA2020MX,Titulado,2024CC,2025-01-28
686,2025B00686,LICO2020MX,Activo,2025CA,2025-02-11
687,2021C00687,LICO2020MX,Titulado,2023CC,2025-01-21
688,2025A00688,LIEN2022MX,Activo,2025CA,2024-09-10
689,2022A00689,LICI2020MX,Egresado,2024CC,2025-01-01
690,2024C00690,LIDE2020MX,Activo,2025CA,2024-06-25
691,2022B00691,LIPS2020MX,Egresado,2024CC,2024-11-15
692,2024A00692,LIME2020MX,Baja Temporal,2025CA,2024-10-21
693,2018A00693,LIIN2020MX,Titulado,2020CC,2024-11-17
694,2025C00694,LIEN2022MX,Baja Definitiva,2025CA,2024-08-02
695,2021C00695,LIDN2022MX,Baja Definitiva,2023CC,03 Aug 2024
696,2022C00696,LIED2020MX,Egresado,2024CC,2024-06-21
697,2022C00697,LIME2020MX,Activo,2024CC,2024-07-19
698,2025A00698,LIGA2020MX,Baja Temporal,2025CA,2024-11-12
699,2022A00699,LIDE2020MX,Egresado,2024CC,2024-08-05
700,2024C00700,LIAD2020MX,Activo,2024CC,2025-02-22
701,2021C00701,LIME2020MX,Titulado,2023CC,2024-07-05
702,2023C00702,LIDN2022MX,Activo,2025CA,2024-10-28
703,2020A00703,LIGA2020MX,Titulado,2022CC,2024-11-03
704,2021A00704,LIIN2020MX,Egresado,2023CC,2024-12-10
705,2024A00705,LISC2020MX,Activo,2025CA,2024-08-30
706,2021C00706,LIAD2020MX,Egresado,2023CC,2025-01-28
707,2023A00707,LISC2020MX,Activo,2025CA,2024-07-16
708,2024A00708,LICI2020MX,Activo,2025CA,2024-06-05
709,2025A00709,LIAD2020MX,Activo,2025CA,2024-12-06
710,2024C00710,LIDN2022MX,Activo,2025CA,2024-11-02
711,2023C00711,LIME2020MX,Activo,2025CA,2024-06-23
712,2019B00712,LIME2020MX,Titulado,2021CC,2024-12-26
713,2018B00713,LIEN2022MX,Egresado,2021CA,2025-02-15
714,2024B00714,LIAD2020MX,Activo,2024CC,2025-01-13
715,2025B00715,LISC2020MX,Activo,2025CA,2024-09-20
716,2023C00716,LIPS2020MX,Activo,2025CA,2024-08-01
717,2024C00717,LIIN2020MX,Activo,2024CC,2024-07-02
718,2024B00718,LISC2020MX,Activo,2025CA,2024-06-20
719,2020C00719,LIIN2020MX,Baja Definitiva,2022CC,10/19/2024
720,2020A00720,LIAD2020MX,Egresado,2022CC,2024-08-11
721,2024A00721,LISC2020MX,Activo,2025CA,2024-12-18
722,2021C00722,LIAD2020MX,Egresado,2023CC,2025-02-20
723,2022C00723,LIIN2020MX,Titulado,2024CC,2024-12-08
724,2022C00724,LICO2020MX,Titulado,2024CC,2024-06-16
725,2023A00725,LICI2020MX,Baja Temporal,2024CC,2024-12-07
726,2019C00726,LIGA2020MX,Egresado,2021CC,2024-11-30
727,2022A00727,LIDN2022MX,Egresado,2024CC,2024-06-08
728,2024A00728,LIME2020MX,Activo,2025CA,2024-08-24
729,2020B00729,LIME2020MX,Baja Definitiva,2022CC,28-02-2025
730,2020C00730,LIDE2020MX,Activo,2022CC,2024-07-31
731,2024A00731,LISC2020MX,Activo,2024CC,2024-06-13
732,2019C00732,LICI2020MX,Egresado,2021CC,2025-03-01
733,2020A00733,LISC2020MX,Egresado,2022CC,2024-07-25
734,2022C00734,LIED2020MX,Activo,2024CC,2025-02-06
735,2021C00735,LIED2020MX,Egresado,2023CC,2024-11-11
736,2021B00736,LIME2020MX,Titulado,2023CC,2024-11-09
737,2025C00737,LIDE2020MX,Activo,2025CA,2024-12-16
738,2024B00738,LICO2020MX,Baja Temporal,2025CA,2024-12-12
739,2024A00739,LIIN2020MX,Activo,2025CA,2025-01-10
740,2022B00740,LICI2020MX,Egresado,2024CC,2025-03-03
741,2024A00741,LIPS2020MX,Activo,2024CC,2024-10-03
742,2023C00742,LIGA2020MX,Activo,2025CA,2024-08-02
743,2025B00743,LICI2020MX,Activo,2025CA,2024-07-13
744,2021A00744,LIPS2020MX,Titulado,2023CC,2025-01-31
744,2021A00744,LIPS2020MX,Titulado,2023CC,2025-01-31
745,2023B00745,LIME2020MX,Activo,2024CC,2024-06-01
746,2024B00746,LISC2020MX,Activo,2025CA,2024-12-07
747,2021A00747,LIIN2020MX,Activo,2023CC,2024-06-28
748,2024C00748,LIME2020MX,Activo,2024CC,2024-12-24
749,2022C00749,LIPS2020MX,Egresado,2024CC,2024-11-22
750,2020C00750,LICI2020MX,Titulado,2022CC,2025-02-03
751,2021B00751,LIME2020MX,Baja Definitiva,2023CC,2024-11-20
752,2020C00752,LIEN2022MX,Egresado,2023CA,2024-07-29
753,2022B00753,LIGA2020MX,Egresado,2024CC,2025-01-06
754,2023B00754,LIPS2020MX,Activo,2025CA,2024-11-13
755,2024B00755,LIEN2022MX,Activo,2025CA,2024-09-02
756,2020B00756,LIAD2020MX,Egresado,2022CC,2024-06-14
757,2024C00757,LIDE2020MX,Activo,2025CA,2024-07-18
758,2024B00758,LICO2020MX,Activo,2024CC,2024-08-26
759,2023B00759,LIGA2020MX,Baja Temporal,2024CC,2024-07-11
760,2022B00760,LICI2020MX,Activo,2024CC,2024-08-02
761,2024C00761,LIPS2020MX,Activo,2025CA,2024-12-23
762,2024A00762,LIAD2020MX,Activo,2025CA,2025-01-24
763,2023C00763,LISC2020MX,Activo,2024CC,2024-12-30
764,2025C00764,LIPS2020MX,Activo,2025CA,2024-08-01
765,2022C00765,LIGA2020MX,Egresado,2024CC,2024-12-13
766,2019B00766,LIDN2022MX,Titulado,2021CC,2024-10-28
767,2022A00767,LIEN2022MX,Titulado,2025CA,2024-09-26
768,2020C00768,LIED2020MX,Egresado,2022CC,2025-02-08
769,2022C00769,LIDE2020MX,egresado,2024CC,2025-03-01
770,2020C00770,LIDN2022MX,Titulado,2022CC,25/07/2024
771,2023A00771,LIIN2020MX,Activo,2024CC,2024-07-10
772,2019C00772,LISC2020MX,Egresado,2021CC,2024-08-03
773,2019A00773,LICI2020MX,Activo,2021CC,2024-12-11
774,2020A00774,LISC2020MX,Activo,2022CC,2024-12-21
775,2023A00775,LIME2020MX,Activo,2025CA,2024-08-17
776,2021C00776,LIED2020MX,Egresado,2023CC,2024-10-04
777,2023A00777,LIIN2020MX,Activo,2025CA,2025-03-03
778,2021C00778,LIED2020MX,Titulado,2023CC,2024-10-28
779,2024A00779,LIGA2020MX,Activo,2024CC,2024-12-06
780,2024C00780,LIED2020MX,Activo,2025CA,2024-12-27
781,2023B00781,LIEN2022MX,Activo,2025CA,2024-11-14
782,2023B00782,LICO2020MX,Activo,2025CA,07/10/2024
783,2022C00783,LIAD2020MX,Titulado,2024CC,2024-12-21
784,2023B00784,LIDE2020MX,Activo,2025CA,2024-10-04
785,2025B00785,LIPS2020MX,Activo,2025CA,2024-06-26
786,2024C00786,LIPS2020MX,Activo,2024CC,2024-11-17
787,2019C00787,LICO2020MX,Egresado,2021CC,2024-11-07
788,2021C00788,LISC2020MX,Activo,2023CC,2024-09-15
789,2024A00789,LIGA2020MX,Activo,2024CC,2024/10/15
790,2025B00790,LIPS2020MX,Baja Temporal,2025CA,2024-11-26
791,2022B00791,LIEN2022MX,Activo,2025CA,2024-07-07
792,2019B00792,LIDE2020MX,Egresado,2021CC,2024-08-01
793,2024C00793,LIPS2020MX,Activo,2024CC,2024-06-19
794,2024C00794,LIED2020MX,Activo,2024CC,2025-03-10
794,2024C00794,LIED2020MX,Activo,2024CC,2025-03-10
795,2021A00795,LICI2020MX,Titulado,2023CC,2025-01-19
796,2023A00796,LIAD2020MX,Baja Temporal,2025CA,2024-08-07
797,2020A00797,LIAD2020MX,Titulado,2022CC,2024-12-15
798,2021B00798,LIDN2022MX,Titulado,2023CC,2025-01-29
799,2023A00799,LIDE2020MX,Activo,2025CA,2025-02-10
800,2025C00800,LICI2020MX,Activo,2025CA,06-03-2025
801,2024C00801,LIAD2020MX,Baja Definitiva,2024CC,2024-09-16
802,2018A00802,LIDN2022MX,Activo,2020CC,2024-08-30
802,2018A00802,LIDN2022MX,Activo,2020CC,2024-08-30
803,2025C00803,LICI2020MX,Activo,2025CA,2024-08-26
804,2023C00804,LIDN2022MX,Activo,2025CA,2024-12-01
805,2019B00805,LIEN2022MX,Titulado,2022CA,2024-10-06
806,2022A00806,LIED2020MX,Egresado,2024CC,2024-07-27
807,2022B00807,LIED2020MX,Baja Definitiva,2024CC,2024-08-05
808,2024B00808,LIGA2020MX,Activo,2024CC,2024-10-19
809,2019A00809,LIAD2020MX,Egresado,2021CC,2025-01-27
809,2019A00809,LIAD2020MX,Egresado,2021CC,2025-01-27
810,2023C00810,LISC2020MX,Activo,2025CA,2024-10-27
811,2022B00811,LICI2020MX,Egresado,2024CC,2025-01-17
812,2022C00812,LIDN2022MX,Activo,2024CC,2025-03-14
813,2021B00813,LISC2020MX,Titulado,2023CC,2024-08-01
